timestamp,host,component,pid,message,proxy_anomaly_label
2025-09-28T07:48:54.220608+00:00,ubuntu-intern-vm,sshd-session,721120,Connection closed by invalid user deploy 50.6.225.98 port 48826 [preauth],1
2025-09-28T07:49:07.066314+00:00,ubuntu-intern-vm,sshd-session,721172,Invalid user demo from 50.6.225.98 port 51188,1
2025-09-28T07:49:07.137622+00:00,ubuntu-intern-vm,sshd-session,721172,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:49:07.137759+00:00,ubuntu-intern-vm,sshd-session,721172,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:49:08.812112+00:00,ubuntu-intern-vm,sshd-session,721172,Failed password for invalid user demo from 50.6.225.98 port 51188 ssh2,1
2025-09-28T07:49:03.359016+00:00,ubuntu-intern-vm,systemd,1,var-lib-docker-tmp-buildkit\x2dmount2705484842.mount: Deactivated successfully.,0
2025-09-28T07:49:10.510051+00:00,ubuntu-intern-vm,filebeat,671379,"2025-09-28T07:49:10.509Z#011INFO#011[monitoring]#011log/log.go:184#011Non-zero metrics in the last 30s#011{""monitoring"": {""metrics"": {""beat"":{""cgroup"":{""memory"":{""mem"":{""usage"":{""bytes"":-13340672}}}},""cpu"":{""system"":{""ticks"":76980,""time"":{""ms"":10}},""total"":{""ticks"":222510,""time"":{""ms"":26},""value"":222510},""user"":{""ticks"":145530,""time"":{""ms"":16}}},""handles"":{""limit"":{""hard"":524288,""soft"":524288},""open"":13},""info"":{""ephemeral_id"":""cc35b61c-840e-45cc-8400-4d94ee797b3a"",""uptime"":{""ms"":263190109},""version"":""7.17.12""},""memstats"":{""gc_next"":20228128,""memory_alloc"":19140176,""memory_total"":22328025712,""rss"":46145536},""runtime"":{""goroutines"":49}},""filebeat"":{""events"":{""added"":8,""done"":8},""harvester"":{""open_files"":2,""running"":2}},""libbeat"":{""config"":{""module"":{""running"":1}},""output"":{""events"":{""acked"":8,""active"":0,""batches"":5,""total"":8},""write"":{""bytes"":7494}},""pipeline"":{""clients"":3,""events"":{""active"":0,""published"":8,""total"":8},""queue"":{""acked"":8}}},""registrar"":{""states"":{""current"":4,""update"":8},""writes"":{""success"":5,""total"":5}},""system"":{""load"":{""1"":0.37,""15"":0.03,""5"":0.08,""norm"":{""1"":0.37,""15"":0.03,""5"":0.08}}}}}}",0
2025-09-28T07:49:14.628199+00:00,ubuntu-intern-vm,systemd,1,var-lib-docker-overlay2-szfbm1kaft39058pwpw93zoch-merged.mount: Deactivated successfully.,0
2025-09-28T07:49:10.116135+00:00,ubuntu-intern-vm,sshd-session,721172,Connection closed by invalid user demo 50.6.225.98 port 51188 [preauth],1
2025-09-28T07:49:14.730197+00:00,ubuntu-intern-vm,systemd,1,var-lib-docker-tmp-buildkit\x2dmount4034003998.mount: Deactivated successfully.,0
2025-09-28T07:49:23.260201+00:00,ubuntu-intern-vm,sshd-session,721175,Invalid user deploy from 50.6.225.98 port 42478,1
2025-09-28T07:49:23.330723+00:00,ubuntu-intern-vm,sshd-session,721175,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:49:23.331529+00:00,ubuntu-intern-vm,sshd-session,721175,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:49:25.536955+00:00,ubuntu-intern-vm,sshd-session,721175,Failed password for invalid user deploy from 50.6.225.98 port 42478 ssh2,1
2025-09-28T07:49:26.323681+00:00,ubuntu-intern-vm,sshd-session,721175,Connection closed by invalid user deploy 50.6.225.98 port 42478 [preauth],1
2025-09-28T07:49:39.220288+00:00,ubuntu-intern-vm,sshd-session,721177,Invalid user dev from 50.6.225.98 port 48776,1
2025-09-28T07:49:39.290843+00:00,ubuntu-intern-vm,sshd-session,721177,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:49:39.291336+00:00,ubuntu-intern-vm,sshd-session,721177,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:49:41.693034+00:00,ubuntu-intern-vm,sshd-session,721177,Failed password for invalid user dev from 50.6.225.98 port 48776 ssh2,1
2025-09-28T07:49:43.402667+00:00,ubuntu-intern-vm,sshd-session,721177,Connection closed by invalid user dev 50.6.225.98 port 48776 [preauth],1
2025-09-28T07:49:40.483871+00:00,ubuntu-intern-vm,filebeat,671379,"2025-09-28T07:49:40.483Z#011INFO#011[monitoring]#011log/log.go:184#011Non-zero metrics in the last 30s#011{""monitoring"": {""metrics"": {""beat"":{""cgroup"":{""memory"":{""mem"":{""usage"":{""bytes"":131072}}}},""cpu"":{""system"":{""ticks"":76990,""time"":{""ms"":8}},""total"":{""ticks"":222550,""time"":{""ms"":32},""value"":222550},""user"":{""ticks"":145560,""time"":{""ms"":24}}},""handles"":{""limit"":{""hard"":524288,""soft"":524288},""open"":13},""info"":{""ephemeral_id"":""cc35b61c-840e-45cc-8400-4d94ee797b3a"",""uptime"":{""ms"":263220113},""version"":""7.17.12""},""memstats"":{""gc_next"":20360360,""memory_alloc"":12063296,""memory_total"":22330832680,""rss"":46276608},""runtime"":{""goroutines"":49}},""filebeat"":{""events"":{""added"":14,""done"":14},""harvester"":{""open_files"":2,""running"":2}},""libbeat"":{""config"":{""module"":{""running"":1}},""output"":{""events"":{""acked"":14,""active"":0,""batches"":6,""total"":14},""write"":{""bytes"":12240}},""pipeline"":{""clients"":3,""events"":{""active"":0,""published"":14,""total"":14},""queue"":{""acked"":14}}},""registrar"":{""states"":{""current"":4,""update"":14},""writes"":{""success"":7,""total"":7}},""system"":{""load"":{""1"":0.44,""15"":0.05,""5"":0.14,""norm"":{""1"":0.44,""15"":0.05,""5"":0.14}}}}}}",0
2025-09-28T07:49:55.363029+00:00,ubuntu-intern-vm,sshd-session,721179,Invalid user oscar from 50.6.225.98 port 60376,1
2025-09-28T07:49:55.433121+00:00,ubuntu-intern-vm,sshd-session,721179,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:49:55.433350+00:00,ubuntu-intern-vm,sshd-session,721179,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:49:57.363276+00:00,ubuntu-intern-vm,sshd-session,721179,Failed password for invalid user oscar from 50.6.225.98 port 60376 ssh2,1
2025-09-28T07:49:57.504461+00:00,ubuntu-intern-vm,sshd-session,721179,Connection closed by invalid user oscar 50.6.225.98 port 60376 [preauth],1
2025-09-28T07:50:11.821925+00:00,ubuntu-intern-vm,sshd-session,721193,Invalid user dolphinscheduler from 50.6.225.98 port 53824,1
2025-09-28T07:50:11.901297+00:00,ubuntu-intern-vm,sshd-session,721193,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:50:11.901417+00:00,ubuntu-intern-vm,sshd-session,721193,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:50:13.695748+00:00,ubuntu-intern-vm,sshd-session,721193,Failed password for invalid user dolphinscheduler from 50.6.225.98 port 53824 ssh2,1
2025-09-28T07:50:10.485203+00:00,ubuntu-intern-vm,filebeat,671379,"2025-09-28T07:50:10.484Z#011INFO#011[monitoring]#011log/log.go:184#011Non-zero metrics in the last 30s#011{""monitoring"": {""metrics"": {""beat"":{""cgroup"":{""memory"":{""mem"":{""usage"":{""bytes"":24576}}}},""cpu"":{""system"":{""ticks"":77000,""time"":{""ms"":10}},""total"":{""ticks"":222570,""time"":{""ms"":19},""value"":222570},""user"":{""ticks"":145570,""time"":{""ms"":9}}},""handles"":{""limit"":{""hard"":524288,""soft"":524288},""open"":13},""info"":{""ephemeral_id"":""cc35b61c-840e-45cc-8400-4d94ee797b3a"",""uptime"":{""ms"":263250109},""version"":""7.17.12""},""memstats"":{""gc_next"":20360360,""memory_alloc"":14272976,""memory_total"":22333042360,""rss"":46276608},""runtime"":{""goroutines"":49}},""filebeat"":{""events"":{""added"":11,""done"":11},""harvester"":{""open_files"":2,""running"":2}},""libbeat"":{""config"":{""module"":{""running"":1}},""output"":{""events"":{""acked"":11,""active"":0,""batches"":7,""total"":11},""write"":{""bytes"":9854}},""pipeline"":{""clients"":3,""events"":{""active"":0,""published"":11,""total"":11},""queue"":{""acked"":11}}},""registrar"":{""states"":{""current"":4,""update"":11},""writes"":{""success"":7,""total"":7}},""system"":{""load"":{""1"":0.27,""15"":0.04,""5"":0.12,""norm"":{""1"":0.27,""15"":0.04,""5"":0.12}}}}}}",0
2025-09-28T07:50:11.824806+00:00,ubuntu-intern-vm,systemd,1,Starting sysstat-collect.service - system activity accounting tool...,0
2025-09-28T07:50:11.878415+00:00,ubuntu-intern-vm,systemd,1,sysstat-collect.service: Deactivated successfully.,0
2025-09-28T07:50:13.826630+00:00,ubuntu-intern-vm,sshd-session,721193,Connection closed by invalid user dolphinscheduler 50.6.225.98 port 53824 [preauth],1
2025-09-28T07:50:11.880987+00:00,ubuntu-intern-vm,systemd,1,Finished sysstat-collect.service - system activity accounting tool.,0
2025-09-28T07:50:27.778556+00:00,ubuntu-intern-vm,sshd-session,721206,Invalid user pi from 50.6.225.98 port 59926,1
2025-09-28T07:50:27.848646+00:00,ubuntu-intern-vm,sshd-session,721206,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:50:27.848934+00:00,ubuntu-intern-vm,sshd-session,721206,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:50:30.171148+00:00,ubuntu-intern-vm,sshd-session,721206,Failed password for invalid user pi from 50.6.225.98 port 59926 ssh2,1
2025-09-28T07:50:30.944675+00:00,ubuntu-intern-vm,sshd-session,721206,Connection closed by invalid user pi 50.6.225.98 port 59926 [preauth],1
2025-09-28T07:50:39.163425+00:00,ubuntu-intern-vm,sshd-session,721220,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:50:41.133390+00:00,ubuntu-intern-vm,sshd-session,721220,Failed password for root from 91.224.92.108 port 31156 ssh2,0
2025-09-28T07:50:43.810801+00:00,ubuntu-intern-vm,sshd-session,721220,Failed password for root from 91.224.92.108 port 31156 ssh2,0
2025-09-28T07:50:43.905204+00:00,ubuntu-intern-vm,sshd-session,721223,Invalid user dev from 50.6.225.98 port 47656,1
2025-09-28T07:50:43.985033+00:00,ubuntu-intern-vm,sshd-session,721223,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:50:43.985443+00:00,ubuntu-intern-vm,sshd-session,721223,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:50:45.504151+00:00,ubuntu-intern-vm,sshd-session,721223,Failed password for invalid user dev from 50.6.225.98 port 47656 ssh2,1
2025-09-28T07:50:46.075690+00:00,ubuntu-intern-vm,sshd-session,721223,Connection closed by invalid user dev 50.6.225.98 port 47656 [preauth],1
2025-09-28T07:50:47.811264+00:00,ubuntu-intern-vm,sshd-session,721220,Failed password for root from 91.224.92.108 port 31156 ssh2,0
2025-09-28T07:50:48.609665+00:00,ubuntu-intern-vm,sshd-session,721220,Received disconnect from 91.224.92.108 port 31156:11:  [preauth],0
2025-09-28T07:50:48.609797+00:00,ubuntu-intern-vm,sshd-session,721220,Disconnected from authenticating user root 91.224.92.108 port 31156 [preauth],0
2025-09-28T07:50:48.610630+00:00,ubuntu-intern-vm,sshd-session,721220,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:50:49.869454+00:00,ubuntu-intern-vm,sshd-session,721227,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:50:51.879631+00:00,ubuntu-intern-vm,sshd-session,721227,Failed password for root from 91.224.92.108 port 61658 ssh2,0
2025-09-28T07:50:52.759794+00:00,ubuntu-intern-vm,sshd-session,721230,Invalid user Cisco from 93.152.230.176 port 55549,1
2025-09-28T07:50:52.762887+00:00,ubuntu-intern-vm,sshd-session,721230,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:50:52.763241+00:00,ubuntu-intern-vm,sshd-session,721230,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=93.152.230.176 ,0
2025-09-28T07:50:40.485106+00:00,ubuntu-intern-vm,filebeat,671379,"2025-09-28T07:50:40.484Z#011INFO#011[monitoring]#011log/log.go:184#011Non-zero metrics in the last 30s#011{""monitoring"": {""metrics"": {""beat"":{""cgroup"":{""memory"":{""mem"":{""usage"":{""bytes"":20480}}}},""cpu"":{""system"":{""ticks"":77010,""time"":{""ms"":9}},""total"":{""ticks"":222600,""time"":{""ms"":26},""value"":222600},""user"":{""ticks"":145590,""time"":{""ms"":17}}},""handles"":{""limit"":{""hard"":524288,""soft"":524288},""open"":13},""info"":{""ephemeral_id"":""cc35b61c-840e-45cc-8400-4d94ee797b3a"",""uptime"":{""ms"":263280110},""version"":""7.17.12""},""memstats"":{""gc_next"":20360360,""memory_alloc"":17136344,""memory_total"":22335905728,""rss"":46276608},""runtime"":{""goroutines"":49}},""filebeat"":{""events"":{""added"":14,""done"":14},""harvester"":{""open_files"":2,""running"":2}},""libbeat"":{""config"":{""module"":{""running"":1}},""output"":{""events"":{""acked"":14,""active"":0,""batches"":7,""total"":14},""write"":{""bytes"":12204}},""pipeline"":{""clients"":3,""events"":{""active"":0,""published"":14,""total"":14},""queue"":{""acked"":14}}},""registrar"":{""states"":{""current"":4,""update"":14},""writes"":{""success"":9,""total"":9}},""system"":{""load"":{""1"":0.16,""15"":0.04,""5"":0.11,""norm"":{""1"":0.16,""15"":0.04,""5"":0.11}}}}}}",0
2025-09-28T07:50:54.369742+00:00,ubuntu-intern-vm,sshd-session,721227,Failed password for root from 91.224.92.108 port 61658 ssh2,0
2025-09-28T07:50:54.853738+00:00,ubuntu-intern-vm,sshd-session,721230,Failed password for invalid user Cisco from 93.152.230.176 port 55549 ssh2,1
2025-09-28T07:50:55.119309+00:00,ubuntu-intern-vm,sshd-session,721230,Received disconnect from 93.152.230.176 port 55549:11: Client disconnecting normally [preauth],0
2025-09-28T07:50:55.120657+00:00,ubuntu-intern-vm,sshd-session,721230,Disconnected from invalid user Cisco 93.152.230.176 port 55549 [preauth],1
2025-09-28T07:50:56.719255+00:00,ubuntu-intern-vm,sshd-session,721227,Failed password for root from 91.224.92.108 port 61658 ssh2,0
2025-09-28T07:50:57.095729+00:00,ubuntu-intern-vm,sshd-session,721227,Received disconnect from 91.224.92.108 port 61658:11:  [preauth],0
2025-09-28T07:50:57.095863+00:00,ubuntu-intern-vm,sshd-session,721227,Disconnected from authenticating user root 91.224.92.108 port 61658 [preauth],0
2025-09-28T07:50:57.095924+00:00,ubuntu-intern-vm,sshd-session,721227,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:50:58.295358+00:00,ubuntu-intern-vm,sshd-session,721233,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:50:59.873881+00:00,ubuntu-intern-vm,sshd-session,721233,Failed password for root from 91.224.92.108 port 60824 ssh2,0
2025-09-28T07:50:59.985408+00:00,ubuntu-intern-vm,sshd-session,721235,Invalid user oceanbase from 50.6.225.98 port 37972,1
2025-09-28T07:51:00.074743+00:00,ubuntu-intern-vm,sshd-session,721235,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:51:00.075383+00:00,ubuntu-intern-vm,sshd-session,721235,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:51:02.928957+00:00,ubuntu-intern-vm,sshd-session,721235,Failed password for invalid user oceanbase from 50.6.225.98 port 37972 ssh2,1
2025-09-28T07:51:03.550606+00:00,ubuntu-intern-vm,sshd-session,721233,Failed password for root from 91.224.92.108 port 60824 ssh2,0
2025-09-28T07:51:03.938889+00:00,ubuntu-intern-vm,sshd-session,721235,Connection closed by invalid user oceanbase 50.6.225.98 port 37972 [preauth],1
2025-09-28T07:51:07.220106+00:00,ubuntu-intern-vm,sshd-session,721233,Failed password for root from 91.224.92.108 port 60824 ssh2,0
2025-09-28T07:51:07.740948+00:00,ubuntu-intern-vm,sshd-session,721233,Received disconnect from 91.224.92.108 port 60824:11:  [preauth],0
2025-09-28T07:51:07.742718+00:00,ubuntu-intern-vm,sshd-session,721233,Disconnected from authenticating user root 91.224.92.108 port 60824 [preauth],0
2025-09-28T07:51:07.742791+00:00,ubuntu-intern-vm,sshd-session,721233,PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=91.224.92.108  user=root,0
2025-09-28T07:51:10.485551+00:00,ubuntu-intern-vm,filebeat,671379,"2025-09-28T07:51:10.484Z#011INFO#011[monitoring]#011log/log.go:184#011Non-zero metrics in the last 30s#011{""monitoring"": {""metrics"": {""beat"":{""cgroup"":{""memory"":{""mem"":{""usage"":{""bytes"":-745472}}}},""cpu"":{""system"":{""ticks"":77020,""time"":{""ms"":10}},""total"":{""ticks"":222630,""time"":{""ms"":35},""value"":222630},""user"":{""ticks"":145610,""time"":{""ms"":25}}},""handles"":{""limit"":{""hard"":524288,""soft"":524288},""open"":13},""info"":{""ephemeral_id"":""cc35b61c-840e-45cc-8400-4d94ee797b3a"",""uptime"":{""ms"":263310109},""version"":""7.17.12""},""memstats"":{""gc_next"":19789920,""memory_alloc"":11946056,""memory_total"":22338998416,""rss"":45604864},""runtime"":{""goroutines"":49}},""filebeat"":{""events"":{""added"":37,""done"":37},""harvester"":{""open_files"":2,""running"":2}},""libbeat"":{""config"":{""module"":{""running"":1}},""output"":{""events"":{""acked"":37,""active"":0,""batches"":9,""total"":37},""write"":{""bytes"":30466}},""pipeline"":{""clients"":3,""events"":{""active"":0,""published"":37,""total"":37},""queue"":{""acked"":37}}},""registrar"":{""states"":{""current"":4,""update"":37},""writes"":{""success"":10,""total"":10}},""system"":{""load"":{""1"":0.1,""15"":0.04,""5"":0.1,""norm"":{""1"":0.1,""15"":0.04,""5"":0.1}}}}}}",0
2025-09-28T07:51:16.054436+00:00,ubuntu-intern-vm,sshd-session,721240,Invalid user lighthouse from 50.6.225.98 port 55430,1
2025-09-28T07:51:16.142362+00:00,ubuntu-intern-vm,sshd-session,721240,pam_unix(sshd:auth): check pass; user unknown,0
2025-09-28T07:51:16.142760+00:00,ubuntu-intern-vm,sshd-session,721240,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98 ,0
2025-09-28T07:51:18.191898+00:00,ubuntu-intern-vm,sshd-session,721240,Failed password for invalid user lighthouse from 50.6.225.98 port 55430 ssh2,1
2025-09-28T07:51:19.597098+00:00,ubuntu-intern-vm,sshd-session,721240,Connection closed by invalid user lighthouse 50.6.225.98 port 55430 [preauth],1
2025-09-28T07:51:28.328769+00:00,ubuntu-intern-vm,sshd-session,721243,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=84.219.146.92  user=root,0
2025-09-28T07:51:30.359065+00:00,ubuntu-intern-vm,sshd-session,721243,Failed password for root from 84.219.146.92 port 53092 ssh2,0
2025-09-28T07:51:32.274991+00:00,ubuntu-intern-vm,sshd-session,721251,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=50.6.225.98  user=root,0
2025-09-28T07:51:33.036115+00:00,ubuntu-intern-vm,sshd-session,721243,Failed password for root from 84.219.146.92 port 53092 ssh2,0
